0,1,2,3,4,5,6,7,8,9,10,11,12,13
"{'key': 'rank', 'value': '540'}","{'key': 'revenues', 'value': '4570'}","{'key': 'revChange', 'value': '-9.3'}","{'key': 'profits', 'value': '143'}","{'key': 'prftChange', 'value': '-67.9'}","{'key': 'assets', 'value': '6773'}","{'key': 'totSHEqty', 'value': '188'}","{'key': 'mktVal', 'value': '5263'}","{'key': 'prftPctSls', 'value': '3.1'}","{'key': 'prftPctAsts', 'value': '2.1'}","{'key': 'prftPctSHEqty', 'value': '75.8'}","{'key': 'industry', 'value': 'Computers, Office Equipment'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pitney Bowes Inc.'}"
"{'key': 'rank', 'value': '538'}","{'key': 'revenues', 'value': '4595'}","{'key': 'revChange', 'value': '71.8'}","{'key': 'profits', 'value': '3730'}","{'key': 'prftChange', 'value': '114.9'}","{'key': 'assets', 'value': '81923'}","{'key': 'totSHEqty', 'value': '12405'}","{'key': 'mktVal', 'value': '10393'}","{'key': 'prftPctSls', 'value': '81.2'}","{'key': 'prftPctAsts', 'value': '4.6'}","{'key': 'prftPctSHEqty', 'value': '30.1'}","{'key': 'industry', 'value': 'Diversified Financials'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Annaly Capital Management, Inc.'}"
"{'key': 'rank', 'value': '536'}","{'key': 'revenues', 'value': '4601'}","{'key': 'revChange', 'value': '13.8'}","{'key': 'profits', 'value': '-28'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '854'}","{'key': 'totSHEqty', 'value': '30'}","{'key': 'mktVal', 'value': '398.2'}","{'key': 'prftPctSls', 'value': '-0.6'}","{'key': 'prftPctAsts', 'value': '-3.2'}","{'key': 'prftPctSHEqty', 'value': '-91.8'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqState', 'value': 'NH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sprague Resources LP'}"
"{'key': 'rank', 'value': '537'}","{'key': 'revenues', 'value': '4596'}","{'key': 'revChange', 'value': '17.9'}","{'key': 'profits', 'value': '367'}","{'key': 'prftChange', 'value': '24.1'}","{'key': 'assets', 'value': '23186'}","{'key': 'totSHEqty', 'value': '3663'}","{'key': 'mktVal', 'value': '7872'}","{'key': 'prftPctSls', 'value': '8'}","{'key': 'prftPctAsts', 'value': '1.6'}","{'key': 'prftPctSHEqty', 'value': '10'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Raymond James Financial, Inc.'}"
"{'key': 'rank', 'value': '535'}","{'key': 'revenues', 'value': '4610'}","{'key': 'revChange', 'value': '-2.5'}","{'key': 'profits', 'value': '632'}","{'key': 'prftChange', 'value': '3.8'}","{'key': 'assets', 'value': '5400'}","{'key': 'totSHEqty', 'value': '1618'}","{'key': 'mktVal', 'value': '10788'}","{'key': 'prftPctSls', 'value': '13.7'}","{'key': 'prftPctAsts', 'value': '11.7'}","{'key': 'prftPctSHEqty', 'value': '39.1'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqState', 'value': 'IA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rockwell Collins, Inc.'}"
"{'key': 'rank', 'value': '533'}","{'key': 'revenues', 'value': '4615'}","{'key': 'revChange', 'value': '7.5'}","{'key': 'profits', 'value': '636'}","{'key': 'prftChange', 'value': '14.5'}","{'key': 'assets', 'value': '6168'}","{'key': 'totSHEqty', 'value': '2860'}","{'key': 'mktVal', 'value': '14499'}","{'key': 'prftPctSls', 'value': '13.8'}","{'key': 'prftPctAsts', 'value': '10.3'}","{'key': 'prftPctSHEqty', 'value': '22.2'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amphenol Corporation'}"
"{'key': 'rank', 'value': '534'}","{'key': 'revenues', 'value': '4612'}","{'key': 'revChange', 'value': '0.6'}","{'key': 'profits', 'value': '-111'}","{'key': 'prftChange', 'value': '-130.4'}","{'key': 'assets', 'value': '7411'}","{'key': 'totSHEqty', 'value': '4131'}","{'key': 'mktVal', 'value': '4878'}","{'key': 'prftPctSls', 'value': '-2.4'}","{'key': 'prftPctAsts', 'value': '-1.5'}","{'key': 'prftPctSHEqty', 'value': '-2.7'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Superior Energy Services, Inc.'}"
"{'key': 'rank', 'value': '532'}","{'key': 'revenues', 'value': '4617'}","{'key': 'revChange', 'value': '17.7'}","{'key': 'profits', 'value': '313'}","{'key': 'prftChange', 'value': '15.5'}","{'key': 'assets', 'value': '14656'}","{'key': 'totSHEqty', 'value': '3631'}","{'key': 'mktVal', 'value': '5821'}","{'key': 'prftPctSls', 'value': '6.8'}","{'key': 'prftPctAsts', 'value': '2.1'}","{'key': 'prftPctSHEqty', 'value': '8.6'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AGL Resources Inc.'}"
"{'key': 'rank', 'value': '530'}","{'key': 'revenues', 'value': '4628'}","{'key': 'revChange', 'value': '0.3'}","{'key': 'profits', 'value': '331'}","{'key': 'prftChange', 'value': '100.7'}","{'key': 'assets', 'value': '4090'}","{'key': 'totSHEqty', 'value': '1231'}","{'key': 'mktVal', 'value': '7606'}","{'key': 'prftPctSls', 'value': '7.1'}","{'key': 'prftPctAsts', 'value': '8.1'}","{'key': 'prftPctSHEqty', 'value': '26.9'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hanesbrands Inc.'}"
"{'key': 'rank', 'value': '531'}","{'key': 'revenues', 'value': '4623'}","{'key': 'revChange', 'value': '3.4'}","{'key': 'profits', 'value': '761'}","{'key': 'prftChange', 'value': '0.8'}","{'key': 'assets', 'value': '9581'}","{'key': 'totSHEqty', 'value': '6297'}","{'key': 'mktVal', 'value': '16013'}","{'key': 'prftPctSls', 'value': '16.5'}","{'key': 'prftPctAsts', 'value': '7.9'}","{'key': 'prftPctSHEqty', 'value': '12.1'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Zimmer Holdings, Inc.'}"
"{'key': 'rank', 'value': '529'}","{'key': 'revenues', 'value': '4643'}","{'key': 'revChange', 'value': '-3.9'}","{'key': 'profits', 'value': '955'}","{'key': 'prftChange', 'value': '0.4'}","{'key': 'assets', 'value': '11811'}","{'key': 'totSHEqty', 'value': '5450'}","{'key': 'mktVal', 'value': '13871'}","{'key': 'prftPctSls', 'value': '20.6'}","{'key': 'prftPctAsts', 'value': '8.1'}","{'key': 'prftPctSHEqty', 'value': '17.5'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CA, Inc.'}"
"{'key': 'rank', 'value': '527'}","{'key': 'revenues', 'value': '4648'}","{'key': 'revChange', 'value': '7'}","{'key': 'profits', 'value': '164'}","{'key': 'prftChange', 'value': '16.9'}","{'key': 'assets', 'value': '5300'}","{'key': 'totSHEqty', 'value': '831'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': '3.5'}","{'key': 'prftPctAsts', 'value': '3.1'}","{'key': 'prftPctSHEqty', 'value': '19.7'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Neiman Marcus Group LTD Inc.'}"
"{'key': 'rank', 'value': '528'}","{'key': 'revenues', 'value': '4647'}","{'key': 'revChange', 'value': '-2.5'}","{'key': 'profits', 'value': '57'}","{'key': 'prftChange', 'value': '2750'}","{'key': 'assets', 'value': '5135'}","{'key': 'totSHEqty', 'value': '-199'}","{'key': 'mktVal', 'value': '2699'}","{'key': 'prftPctSls', 'value': '1.2'}","{'key': 'prftPctAsts', 'value': '1.1'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Berry Plastics Group, Inc.'}"
"{'key': 'rank', 'value': '525'}","{'key': 'revenues', 'value': '4663'}","{'key': 'revChange', 'value': '7.1'}","{'key': 'profits', 'value': '231'}","{'key': 'prftChange', 'value': '17'}","{'key': 'assets', 'value': '1118'}","{'key': 'totSHEqty', 'value': '401'}","{'key': 'mktVal', 'value': '2374'}","{'key': 'prftPctSls', 'value': '5'}","{'key': 'prftPctAsts', 'value': '20.7'}","{'key': 'prftPctSHEqty', 'value': '57.6'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Northern Tier Energy LP'}"
"{'key': 'rank', 'value': '526'}","{'key': 'revenues', 'value': '4649'}","{'key': 'revChange', 'value': '0.8'}","{'key': 'profits', 'value': '168'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '6470'}","{'key': 'totSHEqty', 'value': '1494'}","{'key': 'mktVal', 'value': '5761'}","{'key': 'prftPctSls', 'value': '3.6'}","{'key': 'prftPctAsts', 'value': '2.6'}","{'key': 'prftPctSHEqty', 'value': '11.2'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Coty Inc.'}"
"{'key': 'rank', 'value': '524'}","{'key': 'revenues', 'value': '4666'}","{'key': 'revChange', 'value': '40.3'}","{'key': 'profits', 'value': '165'}","{'key': 'prftChange', 'value': '37.1'}","{'key': 'assets', 'value': '5877'}","{'key': 'totSHEqty', 'value': '2609'}","{'key': 'mktVal', 'value': '3140'}","{'key': 'prftPctSls', 'value': '3.5'}","{'key': 'prftPctAsts', 'value': '2.8'}","{'key': 'prftPctSHEqty', 'value': '6.3'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Axiall Corporation'}"
"{'key': 'rank', 'value': '523'}","{'key': 'revenues', 'value': '4669'}","{'key': 'revChange', 'value': '7'}","{'key': 'profits', 'value': '440'}","{'key': 'prftChange', 'value': '135.8'}","{'key': 'assets', 'value': '10326'}","{'key': 'totSHEqty', 'value': '7302'}","{'key': 'mktVal', 'value': '12908'}","{'key': 'prftPctSls', 'value': '9.4'}","{'key': 'prftPctAsts', 'value': '4.3'}","{'key': 'prftPctSHEqty', 'value': '6'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Juniper Networks, Inc.'}"
"{'key': 'rank', 'value': '521'}","{'key': 'revenues', 'value': '4682'}","{'key': 'revChange', 'value': '1.6'}","{'key': 'profits', 'value': '229'}","{'key': 'prftChange', 'value': '59.3'}","{'key': 'assets', 'value': '3127'}","{'key': 'totSHEqty', 'value': '172'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': '4.9'}","{'key': 'prftPctAsts', 'value': '7.3'}","{'key': 'prftPctSHEqty', 'value': '133.5'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Levi Strauss &amp; Co.'}"
"{'key': 'rank', 'value': '522'}","{'key': 'revenues', 'value': '4680'}","{'key': 'revChange', 'value': '-6.1'}","{'key': 'profits', 'value': '1366'}","{'key': 'prftChange', 'value': '-65.4'}","{'key': 'assets', 'value': '16805'}","{'key': 'totSHEqty', 'value': '13075'}","{'key': 'mktVal', 'value': '36237'}","{'key': 'prftPctSls', 'value': '29.2'}","{'key': 'prftPctAsts', 'value': '8.1'}","{'key': 'prftPctSHEqty', 'value': '10.4'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Yahoo! Inc.'}"
"{'key': 'rank', 'value': '519'}","{'key': 'revenues', 'value': '4710'}","{'key': 'revChange', 'value': '3.2'}","{'key': 'profits', 'value': '108'}","{'key': 'prftChange', 'value': '30.8'}","{'key': 'assets', 'value': '2013'}","{'key': 'totSHEqty', 'value': '1129'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': '2.3'}","{'key': 'prftPctAsts', 'value': '5.4'}","{'key': 'prftPctSHEqty', 'value': '9.6'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Harris Teeter Supermarkets, Inc.'}"
"{'key': 'rank', 'value': '520'}","{'key': 'revenues', 'value': '4708'}","{'key': 'revChange', 'value': '-9'}","{'key': 'profits', 'value': '-364'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '7672'}","{'key': 'totSHEqty', 'value': '-2669'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': '-7.7'}","{'key': 'prftPctAsts', 'value': '-4.7'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Avaya Inc.'}"
"{'key': 'rank', 'value': '518'}","{'key': 'revenues', 'value': '4715'}","{'key': 'revChange', 'value': '40.6'}","{'key': 'profits', 'value': '151'}","{'key': 'prftChange', 'value': '-6.7'}","{'key': 'assets', 'value': '2872'}","{'key': 'totSHEqty', 'value': '1556'}","{'key': 'mktVal', 'value': '2788'}","{'key': 'prftPctSls', 'value': '3.2'}","{'key': 'prftPctAsts', 'value': '5.3'}","{'key': 'prftPctSHEqty', 'value': '9.7'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ascena Retail Group, Inc.'}"
"{'key': 'rank', 'value': '516'}","{'key': 'revenues', 'value': '4762'}","{'key': 'revChange', 'value': '-5'}","{'key': 'profits', 'value': '113'}","{'key': 'prftChange', 'value': '-17.4'}","{'key': 'assets', 'value': '16636'}","{'key': 'totSHEqty', 'value': '4056'}","{'key': 'mktVal', 'value': '5701'}","{'key': 'prftPctSls', 'value': '2.4'}","{'key': 'prftPctAsts', 'value': '0.7'}","{'key': 'prftPctSHEqty', 'value': '2.8'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Frontier Communications Corporation'}"
"{'key': 'rank', 'value': '517'}","{'key': 'revenues', 'value': '4729'}","{'key': 'revChange', 'value': '16.2'}","{'key': 'profits', 'value': '86'}","{'key': 'prftChange', 'value': '-10.6'}","{'key': 'assets', 'value': '2862'}","{'key': 'totSHEqty', 'value': '1098'}","{'key': 'mktVal', 'value': '4807'}","{'key': 'prftPctSls', 'value': '1.8'}","{'key': 'prftPctAsts', 'value': '3'}","{'key': 'prftPctSHEqty', 'value': '7.8'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Genesis Energy, L.P.'}"
"{'key': 'rank', 'value': '515'}","{'key': 'revenues', 'value': '4771'}","{'key': 'revChange', 'value': '18.4'}","{'key': 'profits', 'value': '233'}","{'key': 'prftChange', 'value': '-16.9'}","{'key': 'assets', 'value': '7740'}","{'key': 'totSHEqty', 'value': '2146'}","{'key': 'mktVal', 'value': '9385'}","{'key': 'prftPctSls', 'value': '4.9'}","{'key': 'prftPctAsts', 'value': '3'}","{'key': 'prftPctSHEqty', 'value': '10.9'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqState', 'value': 'WA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Expedia, Inc.'}"
"{'key': 'rank', 'value': '513'}","{'key': 'revenues', 'value': '4796'}","{'key': 'revChange', 'value': '16.2'}","{'key': 'profits', 'value': '33'}","{'key': 'prftChange', 'value': '-62.8'}","{'key': 'assets', 'value': '4166'}","{'key': 'totSHEqty', 'value': '1289'}","{'key': 'mktVal', 'value': '1132'}","{'key': 'prftPctSls', 'value': '0.7'}","{'key': 'prftPctAsts', 'value': '0.8'}","{'key': 'prftPctSHEqty', 'value': '2.5'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Quad/Graphics, Inc.'}"
"{'key': 'rank', 'value': '514'}","{'key': 'revenues', 'value': '4794'}","{'key': 'revChange', 'value': '4.4'}","{'key': 'profits', 'value': '251'}","{'key': 'prftChange', 'value': '349'}","{'key': 'assets', 'value': '13379'}","{'key': 'totSHEqty', 'value': '2595'}","{'key': 'mktVal', 'value': '2696'}","{'key': 'prftPctSls', 'value': '5.2'}","{'key': 'prftPctAsts', 'value': '1.9'}","{'key': 'prftPctSHEqty', 'value': '9.7'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Hanover Insurance Group, Inc.'}"
"{'key': 'rank', 'value': '512'}","{'key': 'revenues', 'value': '4809'}","{'key': 'revChange', 'value': '11.8'}","{'key': 'profits', 'value': '73'}","{'key': 'prftChange', 'value': '16.5'}","{'key': 'assets', 'value': '2119'}","{'key': 'totSHEqty', 'value': '918'}","{'key': 'mktVal', 'value': '1605'}","{'key': 'prftPctSls', 'value': '1.5'}","{'key': 'prftPctAsts', 'value': '3.4'}","{'key': 'prftPctSHEqty', 'value': '7.9'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ABM Industries Incorporated'}"
"{'key': 'rank', 'value': '511'}","{'key': 'revenues', 'value': '4812'}","{'key': 'revChange', 'value': '-9.1'}","{'key': 'profits', 'value': '243'}","{'key': 'prftChange', 'value': '76.6'}","{'key': 'assets', 'value': '40411'}","{'key': 'totSHEqty', 'value': '4405'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': '5.1'}","{'key': 'prftPctAsts', 'value': '0.6'}","{'key': 'prftPctSHEqty', 'value': '5.5'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Western &amp; Southern Mutual Holding Company'}"
"{'key': 'rank', 'value': '509'}","{'key': 'revenues', 'value': '4823'}","{'key': 'revChange', 'value': '4.6'}","{'key': 'profits', 'value': '1139'}","{'key': 'prftChange', 'value': '10.6'}","{'key': 'assets', 'value': '85162'}","{'key': 'totSHEqty', 'value': '11306'}","{'key': 'mktVal', 'value': '15894'}","{'key': 'prftPctSls', 'value': '23.6'}","{'key': 'prftPctAsts', 'value': '1.3'}","{'key': 'prftPctSHEqty', 'value': '10.1'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'M&amp;T Bank Corporation'}"
"{'key': 'rank', 'value': '510'}","{'key': 'revenues', 'value': '4816'}","{'key': 'revChange', 'value': '-12.8'}","{'key': 'profits', 'value': '281'}","{'key': 'prftChange', 'value': '-14.8'}","{'key': 'assets', 'value': '4884'}","{'key': 'totSHEqty', 'value': '1652'}","{'key': 'mktVal', 'value': '3602'}","{'key': 'prftPctSls', 'value': '5.8'}","{'key': 'prftPctAsts', 'value': '5.8'}","{'key': 'prftPctSHEqty', 'value': '17'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Exelis Inc.'}"
"{'key': 'rank', 'value': '508'}","{'key': 'revenues', 'value': '4824'}","{'key': 'revChange', 'value': '7.6'}","{'key': 'profits', 'value': '648'}","{'key': 'prftChange', 'value': '6.1'}","{'key': 'assets', 'value': '9513'}","{'key': 'totSHEqty', 'value': '3585'}","{'key': 'mktVal', 'value': '14426'}","{'key': 'prftPctSls', 'value': '13.4'}","{'key': 'prftPctAsts', 'value': '6.8'}","{'key': 'prftPctSHEqty', 'value': '18.1'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fiserv, Inc.'}"
"{'key': 'rank', 'value': '506'}","{'key': 'revenues', 'value': '4865'}","{'key': 'revChange', 'value': '0.3'}","{'key': 'profits', 'value': '-84'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '2065'}","{'key': 'totSHEqty', 'value': '-597'}","{'key': 'mktVal', 'value': '650.3'}","{'key': 'prftPctSls', 'value': '-1.7'}","{'key': 'prftPctAsts', 'value': '-4'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Trucking, Truck Leasing'}","{'key': 'hqState', 'value': 'KS'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'YRC Worldwide Inc.'}"
"{'key': 'rank', 'value': '507'}","{'key': 'revenues', 'value': '4848'}","{'key': 'revChange', 'value': '1.3'}","{'key': 'profits', 'value': '219'}","{'key': 'prftChange', 'value': '11.8'}","{'key': 'assets', 'value': '3979'}","{'key': 'totSHEqty', 'value': '1711'}","{'key': 'mktVal', 'value': '4195'}","{'key': 'prftPctSls', 'value': '4.5'}","{'key': 'prftPctAsts', 'value': '5.5'}","{'key': 'prftPctSHEqty', 'value': '12.8'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqState', 'value': 'SC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sonoco Products Company'}"
"{'key': 'rank', 'value': '505'}","{'key': 'revenues', 'value': '4890'}","{'key': 'revChange', 'value': '2.8'}","{'key': 'profits', 'value': '-633'}","{'key': 'prftChange', 'value': '-282.9'}","{'key': 'assets', 'value': '2866'}","{'key': 'totSHEqty', 'value': '-2081'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': '-12.9'}","{'key': 'prftPctAsts', 'value': '-22.1'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Momentive Specialty Chemicals Inc.'}"
"{'key': 'rank', 'value': '503'}","{'key': 'revenues', 'value': '4922'}","{'key': 'revChange', 'value': '-16.9'}","{'key': 'profits', 'value': '210'}","{'key': 'prftChange', 'value': '-18.9'}","{'key': 'assets', 'value': '6856'}","{'key': 'totSHEqty', 'value': '2158'}","{'key': 'mktVal', 'value': '4411'}","{'key': 'prftPctSls', 'value': '4.3'}","{'key': 'prftPctAsts', 'value': '3.1'}","{'key': 'prftPctSHEqty', 'value': '9.7'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SPX Corporation'}"
"{'key': 'rank', 'value': '504'}","{'key': 'revenues', 'value': '4901'}","{'key': 'revChange', 'value': '-8.3'}","{'key': 'profits', 'value': '142'}","{'key': 'prftChange', 'value': '73.4'}","{'key': 'assets', 'value': '8904'}","{'key': 'totSHEqty', 'value': '4119'}","{'key': 'mktVal', 'value': '2850'}","{'key': 'prftPctSls', 'value': '2.9'}","{'key': 'prftPctAsts', 'value': '1.6'}","{'key': 'prftPctSHEqty', 'value': '3.4'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Telephone and Data Systems, Inc.'}"
"{'key': 'rank', 'value': '502'}","{'key': 'revenues', 'value': '4954'}","{'key': 'revChange', 'value': '-29'}","{'key': 'profits', 'value': '-1114'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '11799'}","{'key': 'totSHEqty', 'value': '4072'}","{'key': 'mktVal', 'value': '939.5'}","{'key': 'prftPctSls', 'value': '-22.5'}","{'key': 'prftPctAsts', 'value': '-9.4'}","{'key': 'prftPctSHEqty', 'value': '-27.3'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alpha Natural Resources, Inc.'}"
