0,1,2,3,4,5,6
"{'key': 'rank', 'value': '176'}","{'key': 'fullName', 'value': 'Toys &#8220;R&#8221; Us, Inc.'}","{'key': 'revenues', 'value': '13864.00'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqCity', 'value': 'Wayne'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Toys ""R"" Us, Inc.'}"
"{'key': 'rank', 'value': '174'}","{'key': 'fullName', 'value': 'CBS Corporation'}","{'key': 'revenues', 'value': '14059.80'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CBS Corporation'}"
"{'key': 'rank', 'value': '175'}","{'key': 'fullName', 'value': 'Texas Instruments Incorporated'}","{'key': 'revenues', 'value': '13966.00'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Texas Instruments Incorporated'}"
"{'key': 'rank', 'value': '173'}","{'key': 'fullName', 'value': 'Duke Energy Corporation'}","{'key': 'revenues', 'value': '14272.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Charlotte'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Duke Energy Corporation'}"
"{'key': 'rank', 'value': '172'}","{'key': 'fullName', 'value': 'Constellation Energy Group, Inc.'}","{'key': 'revenues', 'value': '14340.00'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Baltimore'}","{'key': 'hqState', 'value': 'MD'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Constellation Energy Group, Inc.'}"
"{'key': 'rank', 'value': '170'}","{'key': 'fullName', 'value': 'Baker Hughes Incorporated'}","{'key': 'revenues', 'value': '14414.00'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Baker Hughes Incorporated'}"
"{'key': 'rank', 'value': '171'}","{'key': 'fullName', 'value': 'TRW Automotive Holdings Corp.'}","{'key': 'revenues', 'value': '14383.00'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqCity', 'value': 'Livonia'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TRW Automotive Holdings Corp.'}"
"{'key': 'rank', 'value': '169'}","{'key': 'fullName', 'value': 'American Electric Power Company, Inc.'}","{'key': 'revenues', 'value': '14427.00'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Electric Power Company, Inc.'}"
"{'key': 'rank', 'value': '168'}","{'key': 'fullName', 'value': 'Loews Corporation'}","{'key': 'revenues', 'value': '14621.00'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Loews Corporation'}"
"{'key': 'rank', 'value': '167'}","{'key': 'fullName', 'value': 'The Gap, Inc.'}","{'key': 'revenues', 'value': '14664.00'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'San Francisco'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Gap, Inc.'}"
"{'key': 'rank', 'value': '166'}","{'key': 'fullName', 'value': 'General Mills, Inc.'}","{'key': 'revenues', 'value': '14796.50'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqCity', 'value': 'Minneapolis'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'General Mills, Inc.'}"
"{'key': 'rank', 'value': '164'}","{'key': 'fullName', 'value': 'The Progressive Corporation'}","{'key': 'revenues', 'value': '14963.30'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Mayfield Village'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Progressive Corporation'}"
"{'key': 'rank', 'value': '165'}","{'key': 'fullName', 'value': 'The Bank of New York Mellon Corporation'}","{'key': 'revenues', 'value': '14929.00'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Bank of New York Mellon Corporation'}"
"{'key': 'rank', 'value': '163'}","{'key': 'fullName', 'value': 'Amgen Inc.'}","{'key': 'revenues', 'value': '15053.00'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Thousand Oaks'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amgen Inc.'}"
"{'key': 'rank', 'value': '161'}","{'key': 'fullName', 'value': 'NextEra Energy, Inc.'}","{'key': 'revenues', 'value': '15317.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Juno Beach'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NextEra Energy, Inc.'}"
"{'key': 'rank', 'value': '162'}","{'key': 'fullName', 'value': 'Dominion Resources, Inc.'}","{'key': 'revenues', 'value': '15264.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Richmond'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dominion Resources, Inc.'}"
"{'key': 'rank', 'value': '160'}","{'key': 'fullName', 'value': 'Colgate-Palmolive Company'}","{'key': 'revenues', 'value': '15564.00'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Colgate-Palmolive Company'}"
"{'key': 'rank', 'value': '159'}","{'key': 'fullName', 'value': 'L-3 Communications Holdings, Inc.'}","{'key': 'revenues', 'value': '15680.00'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'L-3 Communications Holdings, Inc.'}"
"{'key': 'rank', 'value': '157'}","{'key': 'fullName', 'value': 'Nucor Corporation'}","{'key': 'revenues', 'value': '15844.60'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqCity', 'value': 'Charlotte'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nucor Corporation'}"
"{'key': 'rank', 'value': '158'}","{'key': 'fullName', 'value': 'Medtronic, Inc.'}","{'key': 'revenues', 'value': '15817.00'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Minneapolis'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Medtronic, Inc.'}"
"{'key': 'rank', 'value': '156'}","{'key': 'fullName', 'value': 'Illinois Tool Works Inc.'}","{'key': 'revenues', 'value': '15870.40'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqCity', 'value': 'Glenview'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Illinois Tool Works Inc.'}"
"{'key': 'rank', 'value': '155'}","{'key': 'fullName', 'value': 'Computer Sciences Corporation'}","{'key': 'revenues', 'value': '16128.00'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqCity', 'value': 'Falls Church'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Computer Sciences Corporation'}"
"{'key': 'rank', 'value': '153'}","{'key': 'fullName', 'value': 'Union Pacific Corporation'}","{'key': 'revenues', 'value': '16965.00'}","{'key': 'industry', 'value': 'Railroads'}","{'key': 'hqCity', 'value': 'Omaha'}","{'key': 'hqState', 'value': 'NE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Union Pacific Corporation'}"
"{'key': 'rank', 'value': '154'}","{'key': 'fullName', 'value': 'Altria Group, Inc.'}","{'key': 'revenues', 'value': '16892.00'}","{'key': 'industry', 'value': 'Tobacco'}","{'key': 'hqCity', 'value': 'Richmond'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Altria Group, Inc.'}"
"{'key': 'rank', 'value': '152'}","{'key': 'fullName', 'value': 'EMC Corporation'}","{'key': 'revenues', 'value': '17015.10'}","{'key': 'industry', 'value': 'Computer Peripherals'}","{'key': 'hqCity', 'value': 'Hopkinton'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EMC Corporation'}"
"{'key': 'rank', 'value': '151'}","{'key': 'fullName', 'value': 'The PNC Financial Services Group Inc.'}","{'key': 'revenues', 'value': '17096.00'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Pittsburgh'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The PNC Financial Services Group Inc.'}"
"{'key': 'rank', 'value': '149'}","{'key': 'fullName', 'value': 'Ally Financial Inc.'}","{'key': 'revenues', 'value': '17373.00'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Detroit'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ally Financial Inc.'}"
"{'key': 'rank', 'value': '150'}","{'key': 'fullName', 'value': 'The AES Corporation'}","{'key': 'revenues', 'value': '17138.00'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Arlington'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The AES Corporation'}"
"{'key': 'rank', 'value': '147'}","{'key': 'fullName', 'value': 'The Southern Company'}","{'key': 'revenues', 'value': '17456.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Southern Company'}"
"{'key': 'rank', 'value': '148'}","{'key': 'fullName', 'value': 'United States Steel Corporation'}","{'key': 'revenues', 'value': '17374.00'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqCity', 'value': 'Pittsburgh'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United States Steel Corporation'}"
"{'key': 'rank', 'value': '145'}","{'key': 'fullName', 'value': 'United Services Automobile Association'}","{'key': 'revenues', 'value': '17946.10'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'San Antonio'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Services Automobile Association'}"
"{'key': 'rank', 'value': '146'}","{'key': 'fullName', 'value': 'J.C. Penney Company, Inc.'}","{'key': 'revenues', 'value': '17759.00'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqCity', 'value': 'Plano'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'J.C. Penney Company, Inc.'}"
"{'key': 'rank', 'value': '144'}","{'key': 'fullName', 'value': 'Halliburton Company'}","{'key': 'revenues', 'value': '17973.00'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Halliburton Company'}"
"{'key': 'rank', 'value': '143'}","{'key': 'fullName', 'value': 'Whirlpool Corporation'}","{'key': 'revenues', 'value': '18366.00'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Benton Harbor'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Whirlpool Corporation'}"
"{'key': 'rank', 'value': '142'}","{'key': 'fullName', 'value': 'Kohl&#8217;s Corporation'}","{'key': 'revenues', 'value': '18391.00'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqCity', 'value': 'Menomonee Falls'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Kohl's Corporation""}"
"{'key': 'rank', 'value': '141'}","{'key': 'fullName', 'value': 'Exelon Corporation'}","{'key': 'revenues', 'value': '18644.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Chicago'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Exelon Corporation'}"
"{'key': 'rank', 'value': '139'}","{'key': 'fullName', 'value': 'The Goodyear Tire &#038; Rubber Company'}","{'key': 'revenues', 'value': '18832.00'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqCity', 'value': 'Akron'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Goodyear Tire & Rubber Company'}"
"{'key': 'rank', 'value': '140'}","{'key': 'fullName', 'value': 'Arrow Electronics, Inc'}","{'key': 'revenues', 'value': '18744.70'}","{'key': 'industry', 'value': 'Wholesalers: Electronics and Office Equipment'}","{'key': 'hqCity', 'value': 'Melville'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Arrow Electronics, Inc'}"
"{'key': 'rank', 'value': '138'}","{'key': 'fullName', 'value': 'Manpower Inc.'}","{'key': 'revenues', 'value': '18866.50'}","{'key': 'industry', 'value': 'Temporary Help'}","{'key': 'hqCity', 'value': 'Milwaukee'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Manpower Inc.'}"
"{'key': 'rank', 'value': '137'}","{'key': 'fullName', 'value': 'Time Warner Cable Inc.'}","{'key': 'revenues', 'value': '18868.00'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Time Warner Cable Inc.'}"
"{'key': 'rank', 'value': '136'}","{'key': 'fullName', 'value': 'Freeport-McMoRan Copper &#038; Gold Inc.'}","{'key': 'revenues', 'value': '18982.00'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Phoenix'}","{'key': 'hqState', 'value': 'AZ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Freeport-McMoRan Copper & Gold Inc.'}"
"{'key': 'rank', 'value': '134'}","{'key': 'fullName', 'value': 'Capital One Financial Corporation'}","{'key': 'revenues', 'value': '19067.00'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'McLean'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Capital One Financial Corporation'}"
"{'key': 'rank', 'value': '135'}","{'key': 'fullName', 'value': 'Nike, Inc.'}","{'key': 'revenues', 'value': '19014.00'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqCity', 'value': 'Beaverton'}","{'key': 'hqState', 'value': 'OR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nike, Inc.'}"
"{'key': 'rank', 'value': '133'}","{'key': 'fullName', 'value': 'World Fuel Services Corporation'}","{'key': 'revenues', 'value': '19131.10'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Miami'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'World Fuel Services Corporation'}"
"{'key': 'rank', 'value': '132'}","{'key': 'fullName', 'value': 'Avnet, Inc.'}","{'key': 'revenues', 'value': '19160.20'}","{'key': 'industry', 'value': 'Wholesalers: Electronics and Office Equipment'}","{'key': 'hqCity', 'value': 'Phoenix'}","{'key': 'hqState', 'value': 'AZ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Avnet, Inc.'}"
"{'key': 'rank', 'value': '131'}","{'key': 'fullName', 'value': 'Bristol-Myers Squibb Company'}","{'key': 'revenues', 'value': '19484.00'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Bristol-Myers Squibb Company'}"
"{'key': 'rank', 'value': '130'}","{'key': 'fullName', 'value': 'Kimberly-Clark Corporation'}","{'key': 'revenues', 'value': '19746.00'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqCity', 'value': 'Irving'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kimberly-Clark Corporation'}"
"{'key': 'rank', 'value': '129'}","{'key': 'fullName', 'value': 'Occidental Petroleum Corporation'}","{'key': 'revenues', 'value': '19857.00'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqCity', 'value': 'Los Angeles'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Occidental Petroleum Corporation'}"
"{'key': 'rank', 'value': '128'}","{'key': 'fullName', 'value': 'Tesoro Corporation'}","{'key': 'revenues', 'value': '20253.00'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqCity', 'value': 'San Antonio'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tesoro Corporation'}"
"{'key': 'rank', 'value': '127'}","{'key': 'fullName', 'value': 'Nationwide Mutual Insurance Co.'}","{'key': 'revenues', 'value': '20265.00'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nationwide Mutual Insurance Co.'}"
"{'key': 'rank', 'value': '125'}","{'key': 'fullName', 'value': 'Aflac Incorporated'}","{'key': 'revenues', 'value': '20732.00'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aflac Incorporated'}"
"{'key': 'rank', 'value': '126'}","{'key': 'fullName', 'value': 'U.S. Bancorp'}","{'key': 'revenues', 'value': '20518.00'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Minneapolis'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'U.S. Bancorp'}"
"{'key': 'rank', 'value': '124'}","{'key': 'fullName', 'value': 'Fluor Corporation'}","{'key': 'revenues', 'value': '20849.30'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Irving'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fluor Corporation'}"
"{'key': 'rank', 'value': '123'}","{'key': 'fullName', 'value': 'Alcoa, Inc.'}","{'key': 'revenues', 'value': '21013.00'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alcoa, Inc.'}"
"{'key': 'rank', 'value': '122'}","{'key': 'fullName', 'value': 'CIGNA Corporation'}","{'key': 'revenues', 'value': '21253.00'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqCity', 'value': 'Philadelphia'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CIGNA Corporation'}"
"{'key': 'rank', 'value': '121'}","{'key': 'fullName', 'value': 'Xerox Corporation'}","{'key': 'revenues', 'value': '21633.00'}","{'key': 'industry', 'value': 'Computers, Office Equipment'}","{'key': 'hqCity', 'value': 'Norwalk'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Xerox Corporation'}"
"{'key': 'rank', 'value': '120'}","{'key': 'fullName', 'value': 'Emerson Electric Co.'}","{'key': 'revenues', 'value': '21866.00'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Emerson Electric Co.'}"
"{'key': 'rank', 'value': '119'}","{'key': 'fullName', 'value': 'The TJX Companies, Inc.'}","{'key': 'revenues', 'value': '21942.20'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'Framingham'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The TJX Companies, Inc.'}"
"{'key': 'rank', 'value': '118'}","{'key': 'fullName', 'value': 'AMR Corporation'}","{'key': 'revenues', 'value': '22170.00'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqCity', 'value': 'Fort Worth'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AMR Corporation'}"
"{'key': 'rank', 'value': '117'}","{'key': 'fullName', 'value': 'The Hartford Financial Services Group Inc.'}","{'key': 'revenues', 'value': '22383.00'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Hartford'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Hartford Financial Services Group Inc.'}"
"{'key': 'rank', 'value': '116'}","{'key': 'fullName', 'value': 'Motorola Solutions, Inc.'}","{'key': 'revenues', 'value': '22823.00'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqCity', 'value': 'Schaumburg'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Motorola Solutions, Inc.'}"
"{'key': 'rank', 'value': '114'}","{'key': 'fullName', 'value': 'United Continental Holdings, Inc.'}","{'key': 'revenues', 'value': '23229.00'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqCity', 'value': 'Chicago'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Continental Holdings, Inc.'}"
"{'key': 'rank', 'value': '115'}","{'key': 'fullName', 'value': 'Eli Lilly and Company'}","{'key': 'revenues', 'value': '23076.00'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Indianapolis'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Eli Lilly and Company'}"
