0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"{'key': 'rank', 'value': '926'}","{'key': 'revenues', 'value': '2179'}","{'key': 'revchange', 'value': '-0.1'}","{'key': 'profits', 'value': '147'}","{'key': 'prftchange', 'value': '-42.3'}","{'key': 'assets', 'value': '35337'}","{'key': 'employees', 'value': '1400'}","{'key': 'mktval', 'value': ''}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqcity', 'value': 'Bellevue'}","{'key': 'hqstate', 'value': 'WA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Symetra Financial'}"
"{'key': 'rank', 'value': '925'}","{'key': 'revenues', 'value': '2180'}","{'key': 'revchange', 'value': '-2.6'}","{'key': 'profits', 'value': '68'}","{'key': 'prftchange', 'value': '-40.9'}","{'key': 'assets', 'value': '22217'}","{'key': 'employees', 'value': '929'}","{'key': 'mktval', 'value': ''}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqcity', 'value': 'New Haven'}","{'key': 'hqstate', 'value': 'CT'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Knights of Columbus'}"
"{'key': 'rank', 'value': '924'}","{'key': 'revenues', 'value': '2189'}","{'key': 'revchange', 'value': '-5'}","{'key': 'profits', 'value': '819'}","{'key': 'prftchange', 'value': '-2.4'}","{'key': 'assets', 'value': '6042'}","{'key': 'employees', 'value': '1640'}","{'key': 'mktval', 'value': '15671'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqcity', 'value': 'Tulsa'}","{'key': 'hqstate', 'value': 'OK'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Magellan Midstream Partners'}"
"{'key': 'rank', 'value': '923'}","{'key': 'revenues', 'value': '2192'}","{'key': 'revchange', 'value': '-22.1'}","{'key': 'profits', 'value': '-242'}","{'key': 'prftchange', 'value': '-148'}","{'key': 'assets', 'value': '21056'}","{'key': 'employees', 'value': '11400'}","{'key': 'mktval', 'value': '3696'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Diversified Financials'}","{'key': 'hqcity', 'value': 'Evansville'}","{'key': 'hqstate', 'value': 'IN'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'OneMain Holdings'}"
"{'key': 'rank', 'value': '922'}","{'key': 'revenues', 'value': '2195'}","{'key': 'revchange', 'value': '-4.7'}","{'key': 'profits', 'value': '44'}","{'key': 'prftchange', 'value': '-58.4'}","{'key': 'assets', 'value': '1366'}","{'key': 'employees', 'value': '2670'}","{'key': 'mktval', 'value': '615'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Bellevue'}","{'key': 'hqstate', 'value': 'WA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Outerwall'}"
"{'key': 'rank', 'value': '921'}","{'key': 'revenues', 'value': '2197'}","{'key': 'revchange', 'value': '-10.4'}","{'key': 'profits', 'value': '271'}","{'key': 'prftchange', 'value': '-31.5'}","{'key': 'assets', 'value': '9597'}","{'key': 'employees', 'value': '2586'}","{'key': 'mktval', 'value': '5718'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Oklahoma City'}","{'key': 'hqstate', 'value': 'OK'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'OGE Energy'}"
"{'key': 'rank', 'value': '920'}","{'key': 'revenues', 'value': '2197'}","{'key': 'revchange', 'value': '24.8'}","{'key': 'profits', 'value': '869'}","{'key': 'prftchange', 'value': '36.7'}","{'key': 'assets', 'value': '31395'}","{'key': 'employees', 'value': '1555'}","{'key': 'mktval', 'value': '23198'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqcity', 'value': 'San Francisco'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Prologis'}"
"{'key': 'rank', 'value': '919'}","{'key': 'revenues', 'value': '2197'}","{'key': 'revchange', 'value': '11.9'}","{'key': 'profits', 'value': '321'}","{'key': 'prftchange', 'value': '-3.8'}","{'key': 'assets', 'value': '4188'}","{'key': 'employees', 'value': '6084'}","{'key': 'mktval', 'value': '9776'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqcity', 'value': 'Cambridge'}","{'key': 'hqstate', 'value': 'MA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'yes'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Akamai Technologies'}"
"{'key': 'rank', 'value': '918'}","{'key': 'revenues', 'value': '2199'}","{'key': 'revchange', 'value': '-18.6'}","{'key': 'profits', 'value': '47'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '4351'}","{'key': 'employees', 'value': '18243'}","{'key': 'mktval', 'value': '2313'}","{'key': 'sector', 'value': 'Hotels, Restaurants & Leisure'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqcity', 'value': 'Las Vegas'}","{'key': 'hqstate', 'value': 'NV'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Boyd Gaming'}"
"{'key': 'rank', 'value': '917'}","{'key': 'revenues', 'value': '2204'}","{'key': 'revchange', 'value': '-8.8'}","{'key': 'profits', 'value': '82'}","{'key': 'prftchange', 'value': '-13.4'}","{'key': 'assets', 'value': '1539'}","{'key': 'employees', 'value': '13500'}","{'key': 'mktval', 'value': '1577'}","{'key': 'sector', 'value': 'Apparel'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqcity', 'value': 'Los Angeles'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Guess'}"
"{'key': 'rank', 'value': '916'}","{'key': 'revenues', 'value': '2211'}","{'key': 'revchange', 'value': '-6.4'}","{'key': 'profits', 'value': '310'}","{'key': 'prftchange', 'value': '-22.3'}","{'key': 'assets', 'value': '59670'}","{'key': 'employees', 'value': '10200'}","{'key': 'mktval', 'value': '4951'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqcity', 'value': 'Salt Lake City'}","{'key': 'hqstate', 'value': 'UT'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Zions Bancorp.'}"
"{'key': 'rank', 'value': '915'}","{'key': 'revenues', 'value': '2217'}","{'key': 'revchange', 'value': '11.2'}","{'key': 'profits', 'value': '193'}","{'key': 'prftchange', 'value': '18.6'}","{'key': 'assets', 'value': '800'}","{'key': 'employees', 'value': '11900'}","{'key': 'mktval', 'value': '6636'}","{'key': 'sector', 'value': 'Hotels, Restaurants & Leisure'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqcity', 'value': 'Ann Arbor'}","{'key': 'hqstate', 'value': 'MI'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Domino's Pizza""}"
"{'key': 'rank', 'value': '914'}","{'key': 'revenues', 'value': '2218'}","{'key': 'revchange', 'value': '58.1'}","{'key': 'profits', 'value': '-521'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '6442'}","{'key': 'employees', 'value': '3898'}","{'key': 'mktval', 'value': '11547'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqcity', 'value': 'San Francisco'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'yes'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Twitter'}"
"{'key': 'rank', 'value': '913'}","{'key': 'revenues', 'value': '2219'}","{'key': 'revchange', 'value': '12.3'}","{'key': 'profits', 'value': '172'}","{'key': 'prftchange', 'value': '-19.2'}","{'key': 'assets', 'value': '5432'}","{'key': 'employees', 'value': '8000'}","{'key': 'mktval', 'value': '2913'}","{'key': 'sector', 'value': 'Media'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqcity', 'value': 'Hunt Valley'}","{'key': 'hqstate', 'value': 'MD'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sinclair Broadcast Group'}"
"{'key': 'rank', 'value': '912'}","{'key': 'revenues', 'value': '2220'}","{'key': 'revchange', 'value': '19.3'}","{'key': 'profits', 'value': '462'}","{'key': 'prftchange', 'value': '30.6'}","{'key': 'assets', 'value': '3688'}","{'key': 'employees', 'value': '4600'}","{'key': 'mktval', 'value': '23830'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqcity', 'value': 'San Diego'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Illumina'}"
"{'key': 'rank', 'value': '911'}","{'key': 'revenues', 'value': '2227'}","{'key': 'revchange', 'value': '2.5'}","{'key': 'profits', 'value': '59'}","{'key': 'prftchange', 'value': '-55.8'}","{'key': 'assets', 'value': '2906'}","{'key': 'employees', 'value': '4900'}","{'key': 'mktval', 'value': '1603'}","{'key': 'sector', 'value': 'Materials'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqcity', 'value': 'Wyomissing'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Carpenter Technology'}"
"{'key': 'rank', 'value': '910'}","{'key': 'revenues', 'value': '2231'}","{'key': 'revchange', 'value': '6.3'}","{'key': 'profits', 'value': '63'}","{'key': 'prftchange', 'value': '-67.4'}","{'key': 'assets', 'value': '5898'}","{'key': 'employees', 'value': '3512'}","{'key': 'mktval', 'value': ''}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqcity', 'value': 'Lincoln'}","{'key': 'hqstate', 'value': 'RI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amica Mutual Insurance'}"
"{'key': 'rank', 'value': '909'}","{'key': 'revenues', 'value': '2242'}","{'key': 'revchange', 'value': '9'}","{'key': 'profits', 'value': '226'}","{'key': 'prftchange', 'value': '-12.8'}","{'key': 'assets', 'value': '5046'}","{'key': 'employees', 'value': '10284'}","{'key': 'mktval', 'value': '7336'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqcity', 'value': 'Mountain View'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Synopsys'}"
"{'key': 'rank', 'value': '908'}","{'key': 'revenues', 'value': '2247'}","{'key': 'revchange', 'value': '-41.6'}","{'key': 'profits', 'value': '423'}","{'key': 'prftchange', 'value': '297.9'}","{'key': 'assets', 'value': '5460'}","{'key': 'employees', 'value': '1400'}","{'key': 'mktval', 'value': '3496'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Genesis Energy'}"
"{'key': 'rank', 'value': '907'}","{'key': 'revenues', 'value': '2247'}","{'key': 'revchange', 'value': '-12.5'}","{'key': 'profits', 'value': '133'}","{'key': 'prftchange', 'value': '-29.7'}","{'key': 'assets', 'value': '1506'}","{'key': 'employees', 'value': '26800'}","{'key': 'mktval', 'value': '2142'}","{'key': 'sector', 'value': 'Household Products'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqcity', 'value': 'Provo'}","{'key': 'hqstate', 'value': 'UT'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nu Skin Enterprises'}"
"{'key': 'rank', 'value': '906'}","{'key': 'revenues', 'value': '2250'}","{'key': 'revchange', 'value': '70.6'}","{'key': 'profits', 'value': '-77'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '695'}","{'key': 'employees', 'value': '3809'}","{'key': 'mktval', 'value': '3647'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqcity', 'value': 'Boston'}","{'key': 'hqstate', 'value': 'MA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'yes'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Wayfair'}"
